NORAD_ID,Int_Designator,Epoch_Day,First_Derivative,Second_Derivative,BSTAR,Inclination,RAAN,Eccentricity,Argument_of_Perigee,Mean_Anomaly,Mean_Motion,Revolution_Number,Name,Group
117,61015B,118.90566055,3e-07,0.0,8.3894,66.8119,295.0614,0.0082784,230.9589,128.4102,13.90129351,23647,Unknown,Unknown
118,61015C,118.72321922,2.16e-06,0.0,18.542,66.7661,14.2668,0.0084881,208.402,151.2426,14.02548953,25801,Unknown,Unknown
119,61015D,118.71910862,1.107e-05,0.0,46.66,66.7288,26.2282,0.0103115,204.5588,155.058,14.26541171,29918,Unknown,Unknown
121,61015F,118.66553195,7.4e-07,0.0,9.9668,66.7491,351.8806,0.0099681,293.1777,65.883,14.00134916,26833,Unknown,Unknown
122,61015G,118.76218484,0.00016363,0.0,160.48,66.7435,306.0244,0.0044931,184.6765,175.3952,14.91577057,33227,Unknown,Unknown
123,61015H,118.92145912,1.204e-05,0.0,37.476,66.6849,92.3789,0.0113317,217.1223,142.2006,14.40872302,31983,Unknown,Unknown
124,61015J,118.79349606,1.583e-05,0.0,57.228,66.5434,264.1752,0.0064537,56.2087,304.5136,14.34969006,29945,Unknown,Unknown
125,61015K,118.80827724,8.86e-06,0.0,56.064,66.8752,246.3794,0.0073307,2.6743,357.4722,14.07306701,25894,Unknown,Unknown
126,61015L,118.91616181,2.704e-05,0.0,80.933,66.7079,122.0764,0.0062617,210.1623,149.5871,14.43257491,30478,Unknown,Unknown
127,61015M,118.71518877,3.044e-05,0.0,84.056,66.8305,335.1667,0.0070081,322.8453,36.7815,14.46673413,30686,Unknown,Unknown
128,61015N,118.41638951,2.03e-06,0.0,17.782,66.6728,137.0524,0.0100323,245.2858,113.7757,14.01887837,25693,Unknown,Unknown
130,61015Q,118.49992783,2.03e-06,0.0,18.729,66.7708,200.1051,0.0090255,224.5484,134.8319,13.99298414,25343,Unknown,Unknown
131,61015R,118.83221448,3.94e-06,0.0,30.375,66.7359,56.5714,0.0081506,353.1912,6.8057,14.01588794,24539,Unknown,Unknown
132,61015S,118.82657723,9.1e-07,0.0,12.377,66.6595,276.0755,0.0067698,111.35,249.4823,13.94688724,24588,Unknown,Unknown
133,61015T,118.51636019,1.587e-05,0.0,74.414,67.1145,193.1726,0.0044406,110.4169,250.1705,14.22127701,27450,Unknown,Unknown
134,61015U,118.61253326,2.5e-06,0.0,22.615,66.8818,347.3845,0.0076194,133.8589,226.8824,13.97592355,24776,Unknown,Unknown
136,61015W,118.84838649,3.21e-05,0.0,102.16,67.5294,267.4441,0.004395,47.4553,313.0254,14.40440574,29705,Unknown,Unknown
138,61015Y,118.75100595,1.004e-05,0.0,67.872,67.156,41.9788,0.0024421,79.9309,280.4533,14.04177898,24463,Unknown,Unknown
141,61015AB,118.62179216,5.74e-06,0.0,53.353,66.5901,341.5958,0.0060718,313.7221,45.8835,13.88623111,21425,Unknown,Unknown
144,61015AE,118.88825882,3.27e-06,0.0,31.789,66.5001,333.1756,0.0049672,265.9716,93.5682,13.91383853,22700,Unknown,Unknown
145,61015AF,118.84869235,5.75e-06,0.0,41.241,66.9271,330.1355,0.0068338,245.3027,114.0934,14.02942659,25858,Unknown,Unknown
147,61015AH,118.66857801,1.624e-05,0.0,74.181,66.62,357.5563,0.0053189,359.0933,1.0056,14.23321197,27545,Unknown,Unknown
148,61015AJ,118.96107724,1.481e-05,0.0,81.019,65.7703,122.8996,0.014201,179.026,181.1125,14.09905459,70056,Unknown,Unknown
150,61015AL,118.4588371,4.98e-06,0.0,51.858,66.2476,205.9325,0.0052473,143.1023,217.3676,13.83402138,5112,Unknown,Unknown
152,61015AN,118.77785919,8.05e-06,0.0,44.686,66.5933,295.6066,0.0143934,119.6213,241.9302,14.11096147,26760,Unknown,Unknown
154,61015AQ,118.94797042,7.41e-06,0.0,48.312,66.6558,116.9216,0.0090078,297.2685,61.9246,14.05999152,25839,Unknown,Unknown
155,61015AR,118.7889141,5.484e-05,0.0,143.32,66.877,299.0191,0.004262,228.4882,131.2568,14.49545589,30099,Unknown,Unknown
158,61015AU,118.76665313,2.02e-06,0.0,65.721,67.0746,302.403,0.0604335,135.917,229.1701,12.6602184,95288,Unknown,Unknown
159,61015AV,118.8713803,3.2e-06,0.0,88.842,65.5257,70.6958,0.0375055,315.6446,41.5084,13.028789,2687,Unknown,Unknown
162,61017A,118.92039515,4.25e-06,0.0,16.532,47.8985,92.912,0.0043739,22.7273,337.5544,14.4516001,33185,Unknown,Unknown
163,61018A,118.63051076,1e-08,0.0,-1.004,91.1018,187.4947,0.009888,249.8395,109.1819,8.91838056,7705,Unknown,Unknown
172,61015AY,118.87417802,6.11e-06,0.0,87.198,67.0695,36.5371,0.0135359,356.2448,3.7588,13.58936185,14881,Unknown,Unknown
177,61015BB,118.57250968,5.6e-06,0.0,31.648,66.6521,182.8203,0.0106227,16.2006,344.2436,14.14600722,28251,Unknown,Unknown
178,61015BC,118.9069462,1.25e-06,0.0,15.044,66.8648,293.1977,0.0085824,290.1633,69.0231,13.92938654,23954,Unknown,Unknown
188,61018C,118.61319203,-3.9e-07,0.0,-1412.5,91.1012,190.2039,0.0131217,116.9875,244.4465,8.93832504,8115,Unknown,Unknown
192,61028A,118.9587787,-5e-08,0.0,-86.247,95.8362,136.6283,0.0136752,13.7567,346.6959,8.6777249,1222,Unknown,Unknown
194,61028C,118.60481227,6e-08,0.0,423.72,95.8221,161.1372,0.0402033,229.9757,126.5161,8.70094266,1707,Unknown,Unknown
202,61031A,118.8618993,1.18e-06,0.0,11.524,32.4382,277.5329,0.010149,307.4821,51.6607,13.63746401,16440,Unknown,Unknown
204,61031C,118.89144939,1.04e-06,0.0,9.8421,32.4436,337.2985,0.0098199,38.3001,322.4546,13.65043522,16638,Unknown,Unknown
205,61031B,118.91029661,7e-07,0.0,6.0416,32.4409,68.8912,0.0101748,72.6036,288.5682,13.62544168,16253,Unknown,Unknown
210,61015BE,118.90990065,9.12e-06,0.0,81.596,66.457,307.6446,0.0049619,223.0041,136.7152,13.8850573,20787,Unknown,Unknown
223,61015BK,118.74510841,5.4e-07,0.0,10.472,66.8903,246.8093,0.0074617,261.5549,97.7066,13.88950644,23331,Unknown,Unknown
224,61015BL,118.42828978,1.85e-05,0.0,104.2,66.7342,123.9941,0.0070321,319.396,159.7773,14.11338341,25397,Unknown,Unknown
225,61015BM,118.55903411,4.35e-05,0.0,140.85,66.7978,261.6204,0.0099481,173.1754,187.0731,14.37105119,29812,Unknown,Unknown
226,62002A,118.24159205,6.27e-06,0.0,21.121,48.2956,88.7847,0.0076703,341.9445,17.8734,14.46921522,30835,Unknown,Unknown
227,62002B,118.85063285,6.77e-06,0.0,24.236,48.1481,50.8716,0.01277,152.0158,208.7679,14.40315484,28456,Unknown,Unknown
230,61015BN,118.6638861,1.63e-06,0.0,16.75,66.8849,347.8717,0.0086982,113.4126,247.6133,13.96678166,24786,Unknown,Unknown
233,61015BR,118.82608612,0.00109253,0.0,478.86,66.8278,265.4749,0.0011718,345.5351,14.5458,15.21321926,31759,Unknown,Unknown
234,61015BS,118.93179858,6.63e-06,0.0,46.245,66.8741,111.8491,0.0063848,67.2333,293.5482,14.03757583,25328,Unknown,Unknown
235,61015BT,118.7326551,4.32e-06,0.0,24.969,66.9554,231.3934,0.0168129,286.4089,71.8578,14.10900802,26285,Unknown,Unknown
244,61015BZ,118.5310413,2.34e-06,0.0,22.417,66.8399,168.4061,0.0068123,12.9409,347.34,13.95541576,24127,Unknown,Unknown
245,61015CA,118.59548312,5.88e-06,0.0,33.068,66.1034,180.1268,0.0040023,78.6674,281.8905,14.1740215,26910,Unknown,Unknown
246,61015CB,118.36028167,5.7e-07,0.0,11.311,66.867,113.9936,0.0059503,62.9304,297.7828,13.86088333,56637,Unknown,Unknown
252,61015CD,118.90915199,4.43e-06,0.0,51.187,67.0774,84.7666,0.0049022,151.5393,240.5917,13.77525636,19426,Unknown,Unknown
253,61015CE,118.42525241,0.00050882,0.0,373.63,66.9109,132.0498,0.0016168,1.9518,358.1679,15.03062065,31695,Unknown,Unknown
254,61015CF,118.68067625,4.095e-05,0.0,104.07,66.7738,318.6701,0.0059997,28.829,331.6112,14.50636108,31351,Unknown,Unknown
260,61015CG,118.68766265,3.715e-05,0.0,113.85,66.7691,225.9271,0.0038391,64.9762,295.5322,14.4233214,29652,Unknown,Unknown
261,61015CH,118.09078057,2.54e-06,0.0,21.458,66.6831,8.2477,0.009533,260.3574,98.6729,14.0085107,25394,Unknown,Unknown
262,61015CJ,118.43001494,8.509e-05,0.0,189.69,66.4614,131.6856,0.0062814,11.8554,348.4016,14.56059597,29804,Unknown,Unknown
263,61015CK,118.58531031,2.322e-05,0.0,63.69,66.5293,169.9939,0.0101729,208.5264,304.2672,14.45946657,32332,Unknown,Unknown
264,61015CL,118.76631703,4.849e-05,0.0,166.2,66.5254,258.2378,0.0030213,308.2125,51.6255,14.36725264,27407,Unknown,Unknown
268,61015CN,118.76155454,1.91e-06,0.0,70.61,67.9388,246.643,0.0645918,86.0578,56.3876,12.51465617,90139,Unknown,Unknown
271,62010A,118.63728665,2.5e-07,0.0,424.3,86.6774,16.0795,0.0327633,178.7019,181.4803,9.41307126,16666,Unknown,Unknown
273,62010C,118.94073613,2.1e-07,0.0,328.33,86.675,357.6754,0.0324387,9.9895,350.7264,9.43816193,17220,Unknown,Unknown
274,62010D,118.68832359,-2.6e-07,0.0,-590.35,86.6702,33.5437,0.0353162,315.9344,41.3908,9.39390493,16186,Unknown,Unknown
299,61015CQ,118.731659,4.13e-06,0.0,48.904,67.1675,275.1696,0.0197671,246.5663,111.4516,13.68799234,17233,Unknown,Unknown
309,62025A,118.89575868,1.371e-05,0.0,25.547,58.0896,301.9247,0.0189764,56.0656,305.8253,14.59961382,32131,Unknown,Unknown
312,62025C,118.31554724,2.684e-05,0.0,44.943,58.2443,104.5854,0.0199282,110.1709,252.0879,14.60450911,29828,Unknown,Unknown
318,61015CU,118.49735087,0.00216832,0.0,274.76,66.5277,298.9276,0.0023026,299.9721,59.9154,15.58231333,35204,Unknown,Unknown
320,61015CW,118.79928029,1.048e-05,0.0,40.374,66.9068,39.8781,0.0136967,339.5284,20.0355,14.29163676,30913,Unknown,Unknown
323,61015CZ,118.85762447,1.402e-05,0.0,73.348,66.8381,73.0319,0.0074363,26.7381,333.7514,14.15838996,26980,Unknown,Unknown
324,61015DA,118.66984594,7.21e-06,0.0,42.057,66.8658,358.583,0.0071059,329.5698,30.1276,14.1281811,26450,Unknown,Unknown
325,61015DB,118.30624713,2.724e-05,0.0,123.87,66.9142,86.6247,0.0060963,339.278,20.5844,14.22221597,27414,Unknown,Unknown
327,61015DD,117.98325744,3.46e-06,0.0,32.445,66.5436,332.3753,0.0108105,38.7483,322.1284,13.90657113,22900,Unknown,Unknown
329,61015DF,118.81961128,1.91e-06,0.0,30.39,66.7801,265.5915,0.0121802,271.2876,238.839,13.65973327,17341,Unknown,Unknown
330,61015DG,118.77226819,1.681e-05,0.0,106.32,66.9788,254.6425,0.0044083,64.7334,295.8312,14.05948171,23843,Unknown,Unknown
333,61015DK,118.51940822,0.0001453,0.0,199.32,66.704,243.1536,0.0045266,256.2617,103.3464,14.77857703,32739,Unknown,Unknown
334,61015DL,118.6986786,8.9e-07,0.0,12.664,66.9219,112.4451,0.0075184,37.9833,322.6516,13.91658217,23838,Unknown,Unknown
335,61015DM,118.35696727,2.12e-05,0.0,99.291,66.8387,115.2064,0.0030154,121.9742,238.429,14.2188759,26831,Unknown,Unknown
336,61015DN,118.88381049,2.14e-06,0.0,32.295,67.0296,80.1362,0.0072043,70.3807,320.2668,13.6907072,18248,Unknown,Unknown
337,61015DP,118.67454706,7.33e-06,0.0,79.666,67.0081,181.3988,0.0103497,202.1869,157.471,13.76053392,18774,Unknown,Unknown
341,62029B,118.82332719,1.03e-06,0.0,106.13,44.7886,269.1007,0.242264,154.3605,355.3014,9.14313939,9722,Unknown,Unknown
350,61015DQ,118.64472519,7.04e-06,0.0,32.897,66.9123,212.1959,0.0118389,103.7748,257.6556,14.22291485,30399,Unknown,Unknown
351,61015DR,118.46704329,0.00014865,0.0,210.09,66.7435,181.971,0.0033178,285.3119,74.4337,14.76909974,31630,Unknown,Unknown
354,61015DU,118.54916749,4.63e-06,0.0,77.107,67.0668,313.6425,0.0170791,241.1364,136.0868,13.49250624,42193,Unknown,Unknown
355,61015DV,118.62234169,5.59e-06,0.0,107.51,67.2255,191.7899,0.0237048,140.8695,7.6413,13.33651568,9373,Unknown,Unknown
357,61015DX,118.41074467,2.13e-05,0.0,128.53,66.8092,209.7079,0.0005836,173.2707,186.846,14.0852298,23742,Unknown,Unknown
369,62039A,118.86307305,3.287e-05,0.0,32.212,98.5029,167.277,0.0082185,36.2425,324.432,14.90549378,35385,Unknown,Unknown
397,62047A,118.91246602,3.309e-05,0.0,32.541,58.3047,62.493,0.0005913,12.5167,347.6027,14.94439835,35036,Unknown,Unknown
402,61015EB,118.91274902,0.00013956,0.0,263.12,66.6549,307.0346,0.0034512,271.1379,88.5783,14.64297452,28038,Unknown,Unknown
403,61015EC,118.66117286,9.4e-07,0.0,15.906,66.8414,200.335,0.0014719,112.2257,39.4184,13.8114663,21390,Unknown,Unknown
404,61015ED,118.78886231,1.74e-06,0.0,43.696,66.4686,252.9891,0.0553893,32.9454,330.4842,12.92134544,98973,Unknown,Unknown
405,61015EE,118.84426279,2.22e-06,0.0,34.562,66.8943,50.1911,0.0078534,105.3183,287.595,13.66536873,17553,Unknown,Unknown
406,61015EF,118.83119852,8.65e-06,0.0,102.47,66.7773,250.1074,0.0125274,312.221,204.808,13.69119686,16446,Unknown,Unknown
407,61015EG,118.43360808,0.0017839,0.0,994.53,66.3002,223.3862,0.0020974,229.8288,199.0705,15.12404905,27047,Unknown,Unknown
408,61015EH,118.69509955,7.07e-06,0.0,78.244,66.7885,18.4816,0.0061294,37.1745,352.7021,13.76775569,24863,Unknown,Unknown
409,61015EJ,118.04806347,2.484e-05,0.0,101.97,66.7156,352.1009,0.005688,118.5031,242.1811,14.27809535,28201,Unknown,Unknown
410,61015EK,118.92665804,7.6e-07,0.0,15.403,66.6928,310.4971,0.0021624,278.5933,151.4903,13.76521481,20305,Unknown,Unknown
414,61015EP,118.73745539,1.2e-06,0.0,19.582,66.4463,30.6292,0.0047475,358.4565,29.6484,13.77506059,20494,Unknown,Unknown
416,61015ER,118.80785453,7.09e-06,0.0,40.51,66.491,261.4818,0.0069785,86.2638,274.6426,14.14252783,27324,Unknown,Unknown
417,61015ES,118.37367613,1.009e-05,0.0,50.09,66.7455,197.0583,0.0065461,35.8015,324.744,14.20078626,27858,Unknown,Unknown
420,61015EV,118.86249609,2.369e-05,0.0,86.165,66.8144,282.0895,0.0081045,164.5231,195.8376,14.33061014,29419,Unknown,Unknown
424,62049A,118.52682889,1.54e-06,0.0,16.697,80.4647,306.692,0.0022496,226.17,133.7587,13.69504637,12435,Unknown,Unknown
426,62049B,118.59852291,1.05e-06,0.0,11.213,80.4693,317.5986,0.0017364,215.8231,166.3784,13.68709185,12341,Unknown,Unknown
446,62060A,118.91979508,-1.12e-06,0.0,2.6934,50.143,52.5534,0.006999,225.8555,211.1422,13.35345999,4835,Unknown,Unknown
447,62060B,118.73124118,-7.8e-07,0.0,9.152,50.1294,228.9229,0.0065712,19.291,141.3334,13.39149082,5653,Unknown,Unknown
461,61015EX,118.66470524,0.00022615,0.0,229.58,67.4982,179.7465,0.002879,356.9921,3.1036,14.9052054,32369,Unknown,Unknown
469,61015FF,118.59312792,2.002e-05,0.0,73.32,66.8325,162.3635,0.0053408,153.1947,207.1933,14.34083194,29354,Unknown,Unknown
470,61015FG,118.78048804,1.577e-05,0.0,94.245,66.23,260.4142,0.0071638,222.8585,136.6902,14.08613659,25401,Unknown,Unknown
475,61015FM,118.13874415,8.032e-05,0.0,334.44,66.2249,31.2754,0.0145904,356.4684,3.5361,14.21145975,22875,Unknown,Unknown
478,61015FQ,118.53269713,0.00019325,0.0,230.98,66.0626,310.1568,0.0037652,227.974,131.8173,14.83730424,32241,Unknown,Unknown
480,61015FS,118.72980832,4.305e-05,0.0,133.73,66.2362,106.3942,0.0073886,38.707,321.9291,14.40433244,29508,Unknown,Unknown
503,62068A,118.70060067,-3.3e-07,0.0,0.0,47.4998,235.3591,0.284394,76.1273,43.7549,7.78160375,77321,Unknown,Unknown
506,62070A,118.51266439,1.23e-06,0.0,17.237,52.003,197.7538,0.0275802,264.8694,92.07,13.85677754,15126,Unknown,Unknown
510,62049C,118.71841091,1.24e-06,0.0,13.033,80.5175,14.0151,0.0016484,82.5643,309.8779,13.7000573,12591,Unknown,Unknown
511,62049D,118.83004731,1.09e-06,0.0,11.681,80.428,242.8355,0.00308,323.6046,198.9926,13.68503077,12290,Unknown,Unknown
515,62068B,118.51356107,-2.9e-07,0.0,0.0,47.4952,169.3935,0.2834747,135.2397,251.535,7.79262266,77552,Unknown,Unknown
516,61015FT,118.36056948,6.79e-06,0.0,57.478,65.9925,116.3375,0.0082154,357.4226,2.6412,13.9251707,23062,Unknown,Unknown
530,61015FU,118.8699908,3.67e-06,0.0,29.923,66.8789,270.0951,0.007283,109.913,250.982,13.99231756,24965,Unknown,Unknown
537,61015FW,118.41913953,3.64e-06,0.0,48.331,67.2278,351.1882,0.0177338,243.1144,291.3894,13.64677665,95865,Unknown,Unknown
543,61015GC,118.46427041,2.66e-06,0.0,38.389,67.0314,191.3314,0.0063743,142.7556,310.0188,13.69043264,17992,Unknown,Unknown
544,61015GD,118.29779123,3.31e-06,0.0,51.259,66.8725,92.5059,0.0185168,185.1107,291.8467,13.55935978,14535,Unknown,Unknown
545,61015GE,118.48327977,5.24e-06,0.0,60.961,67.2302,156.7956,0.016056,359.0187,1.0546,13.70712353,17344,Unknown,Unknown
548,61015GH,118.50255893,5.52e-05,0.0,80.722,66.673,33.692,0.0093864,73.7482,287.3939,14.73475509,34267,Unknown,Unknown
549,61015GJ,118.10697211,1.54e-06,0.0,37.584,66.6921,103.8138,0.0218689,226.4029,204.1102,13.36324675,10745,Unknown,Unknown
552,61015GM,118.94251711,2.31e-05,0.0,159.45,67.7374,317.4198,0.0103704,2.2878,357.8664,13.98213512,19876,Unknown,Unknown
559,61015GR,118.71432174,0.00012749,0.0,232.47,66.6029,11.6154,0.0041231,105.8949,254.6716,14.65665745,28887,Unknown,Unknown
560,61015GS,118.41688344,3.468e-05,0.0,357.1,67.1583,119.549,0.0312226,251.5051,105.1852,13.57800059,9806,Unknown,Unknown
561,61015GT,118.94456413,6.95e-06,0.0,274.92,67.7573,5.5873,0.0627473,221.2854,154.0538,12.41202053,88971,Unknown,Unknown
573,63013A,118.89183219,-3.8e-07,0.0,10.268,42.7648,61.8292,0.4015089,6.5573,14.0553,6.39270542,55965,Unknown,Unknown
574,63014A,118.74334346,-1e-08,0.0,-196.12,87.3303,235.0283,0.0031903,167.9771,192.1851,8.6527526,18193,Unknown,Unknown
575,63013B,118.94449351,5.3e-07,0.0,119.51,42.7868,4.0803,0.4010728,69.4656,336.8638,6.40263411,44945,Unknown,Unknown
589,63014D,118.72413019,-4e-07,0.0,-1995.4,87.3301,229.8471,0.009882,49.3822,311.5579,8.65628884,95795,Unknown,Unknown
602,63014E,118.68941822,-3e-08,0.0,-297.81,87.3426,228.9613,0.0032758,96.3978,264.061,8.6723523,96190,Unknown,Unknown
622,63030A,118.7386216,0.0,0.0,-108.08,88.4159,234.0791,0.0032772,113.7199,246.7094,8.5793238,42423,Unknown,Unknown
628,63014F,118.79777561,3e-08,0.0,0.0,87.3187,242.4898,0.0020815,156.0012,204.1815,8.63371749,95319,Unknown,Unknown
629,63014G,118.73014179,-3.8e-07,0.0,-1933.2,87.3315,230.6748,0.0077013,69.9075,291.0047,8.65567876,95833,Unknown,Unknown
631,63030E,118.69504574,3e-08,0.0,0.0,88.4045,240.0434,0.0170637,135.8103,225.6517,8.55878898,93017,Unknown,Unknown
635,63030B,118.42513433,-1e-07,0.0,-615.35,88.4124,237.9375,0.0048027,86.9345,273.6999,8.57946034,93487,Unknown,Unknown
644,61015GV,118.57091045,1.272e-05,0.0,166.77,67.0969,167.2951,0.01373,49.3791,105.7526,13.60698607,14131,Unknown,Unknown
645,61015GW,118.72177692,7.7e-06,0.0,172.41,66.5896,26.1011,0.0411386,4.4073,21.7294,13.04658377,2574,Unknown,Unknown
648,61015GZ,118.50651458,7.98e-06,0.0,105.55,65.8739,307.5462,0.0189744,64.7529,327.7221,13.59148613,14261,Unknown,Unknown
652,61015HD,118.06981758,4.718e-05,0.0,231.13,66.706,90.7284,0.0082103,292.9173,66.3268,14.16896862,23501,Unknown,Unknown
657,61015HJ,118.51990376,3.55e-06,0.0,88.224,66.2209,184.6844,0.0343406,238.5833,232.8267,13.11617628,5023,Unknown,Unknown
658,61015HK,118.12031652,1.086e-05,0.0,146.03,65.8662,22.6745,0.0349455,48.1986,314.8355,13.41128463,392,Unknown,Unknown
659,61015HL,118.73185486,5.33e-06,0.0,157.6,67.1619,186.5357,0.0584396,187.0201,263.6989,12.66546605,93853,Unknown,Unknown
669,63038A,118.69657248,7.5e-07,0.0,10.996,89.988,334.9503,0.0024859,223.5037,175.9567,13.46103044,2394,Unknown,Unknown
670,63038B,118.52157636,1.4e-06,0.0,22.22,89.9776,334.0942,0.0042721,139.6136,220.8197,13.44614979,1846,Unknown,Unknown
671,63038C,118.82902581,1.35e-06,0.0,21.192,89.9787,334.1695,0.0042105,97.407,263.1866,13.45153216,1934,Unknown,Unknown
672,63038D,118.04194769,1.816e-05,0.0,211.02,89.999,336.3422,0.002414,231.2056,299.5792,13.68344721,4506,Unknown,Unknown
694,63047A,118.7739117,3.388e-05,0.0,40.683,30.3536,153.3567,0.0553918,188.3989,170.7002,14.10479143,8710,ATLAS CENTAUR 2,Visual
698,63047D,118.89470457,7.62e-06,0.0,25.382,29.927,346.2309,0.0532544,278.9852,75.0846,13.73446207,2204,Unknown,Unknown
700,63047F,118.82806474,9.53e-06,0.0,34.617,30.4789,287.4415,0.0718047,89.3591,278.9147,13.39903167,99457,Unknown,Unknown
701,63047G,118.37945755,2.132e-05,0.0,69.116,30.009,156.3069,0.0508596,4.4039,356.0807,13.82192444,5276,Unknown,Unknown
702,63014H,118.66937702,-6.6e-07,0.0,-3181.7,87.337,229.0483,0.014618,101.3424,260.3893,8.65664344,95840,Unknown,Unknown
703,63049A,118.87009697,6.6e-07,0.0,8.8263,89.9196,73.5093,0.0017117,33.6043,343.1208,13.49968449,2336,Unknown,Unknown
704,63049B,118.838605,1.04e-06,0.0,15.526,89.9171,73.8234,0.0036531,52.6992,336.197,13.47072764,1554,Unknown,Unknown
705,63049C,118.85143939,1.22e-06,0.0,18.346,89.9175,73.7833,0.0034277,10.8714,17.3405,13.4761078,1629,Unknown,Unknown
706,63049D,118.87258587,4.49e-06,0.0,62.303,89.9132,76.6897,0.0026335,186.4817,191.5365,13.56378188,2714,Unknown,Unknown
715,63049E,118.87574294,1.517e-05,0.0,157.84,89.9088,81.5362,0.0029544,335.9039,52.7794,13.74878225,4644,Unknown,Unknown
716,63054A,118.48867092,1.027e-05,0.0,18.946,58.4926,131.899,0.0028636,86.072,274.3592,14.72490049,25462,Unknown,Unknown
720,63054C,118.67262191,1.131e-05,0.0,31.322,58.4711,171.6698,0.0101459,256.4848,102.486,14.49997175,22135,Unknown,Unknown
721,63053B,118.47765856,4.19e-06,0.0,24.19,78.6006,159.9282,0.108841,160.126,204.5897,12.54841141,79803,Unknown,Unknown
724,63053E,118.7196569,0.00321109,0.0,730.26,78.53,289.2049,0.0055244,115.0833,245.6146,15.40192848,95899,Unknown,Unknown
727,64001A,118.68782457,5.9e-07,0.0,8.224,69.904,100.1906,0.0015654,227.9174,132.0601,13.95721684,11931,Unknown,Unknown
728,64001B,118.68295504,1.36e-06,0.0,13.408,69.9099,16.1853,0.0013038,172.2544,187.8766,13.97663981,12175,Unknown,Unknown
729,64001C,118.93891762,5.3e-07,0.0,7.888,69.8988,101.4204,0.0016709,251.6423,108.2865,13.9516808,11892,Unknown,Unknown
730,64001D,118.86420771,7.4e-07,0.0,9.2917,69.9049,86.6428,0.0015333,214.5715,164.5266,13.9597861,281,Unknown,Unknown
731,64001E,118.28631838,9.4e-07,0.0,10.735,69.9053,78.4452,0.001522,211.0527,148.968,13.96226402,11966,Unknown,Unknown
732,63053H,118.10864812,0.0003303,0.0,1013.7,78.5607,26.5081,0.0437989,35.548,327.4026,13.98059479,91696,Unknown,Unknown
733,64002A,118.9577474,5.35e-06,0.0,20.864,99.1128,110.3335,0.003408,94.4861,266.0216,14.33790483,19319,THOR AGENA D R/B,Visual
734,64002B,118.70219126,2.48e-06,0.0,11.517,98.9734,31.5127,0.0013728,313.3998,46.6039,14.29540161,18954,Unknown,Unknown
735,64002C,118.68126773,2.32e-06,0.0,11.122,98.9868,26.4297,0.001753,69.0109,291.2945,14.28434422,18753,Unknown,Unknown
