NORAD_ID,Int_Designator,Epoch_Day,First_Derivative,Second_Derivative,BSTAR,Inclination,RAAN,Eccentricity,Argument_of_Perigee,Mean_Anomaly,Mean_Motion,Revolution_Number,Name,Group
897,64063B,112.83337266,1.3e-06,0.0,18.068,90.2284,65.6877,0.0018448,325.8062,62.8133,13.53680138,98837,Unknown,Unknown
899,64064A,112.77090116,4.11e-06,0.0,35.114,79.6912,227.0043,0.0120299,206.501,152.9959,13.82877682,4686,Unknown,Unknown
900,64063C,112.86791057,1.145e-05,0.0,116.76,90.2149,62.1333,0.0027173,119.9768,263.918,13.75995235,1361,CALSPHERE 1,Active
902,64063E,112.85566222,8.5e-07,0.0,11.487,90.2293,65.9432,0.0019018,14.0384,18.5347,13.52858337,79943,CALSPHERE 2,Active
907,64064B,112.81880174,1.81e-06,0.0,15.776,79.6896,267.6671,0.012038,298.6146,60.2936,13.80820099,4462,Unknown,Unknown
953,64083A,112.82879655,7.4e-07,0.0,8.8615,90.0267,191.7612,0.0030285,225.5229,272.5647,13.58799495,99153,Unknown,Unknown
959,64083C,112.66983701,2.65e-06,0.0,32.713,90.0043,186.9983,0.0044385,104.775,47.4905,13.62327985,99294,Unknown,Unknown
965,64083D,112.88256162,8.8e-07,0.0,10.97,90.0626,200.0203,0.0043282,68.4175,66.9339,13.56960999,98660,OPS 6582 (TRANSIT 5B-5),Satnogs
978,65004A,112.97802818,1.37e-06,0.0,19.563,96.3958,102.2268,0.1157296,223.5375,126.8496,12.11100373,66074,Unknown,Unknown
1000,65008B,112.72069076,-7e-08,0.0,-205.06,32.1445,253.0248,0.0012237,298.7096,61.2171,9.88890599,17573,Unknown,Unknown
1001,65008A,112.70981623,1e-08,0.0,-98.44,32.1512,29.3265,0.0018294,179.0285,181.025,9.90722628,17977,Unknown,Unknown
1244,65016B,112.86146094,8.7e-07,0.0,10.143,70.0815,1.6455,0.0023394,280.0698,79.7769,13.96065415,5939,Unknown,Unknown
1271,65016A,112.70751844,1.07e-06,0.0,11.472,70.0807,334.4961,0.0023274,263.3896,130.1275,13.96562625,6010,Unknown,Unknown
1272,65016H,112.95590833,5.9e-07,0.0,8.3181,70.0798,62.346,0.0024193,309.2661,50.6297,13.94476109,5779,Unknown,Unknown
1293,65016F,112.82145252,3.79e-06,0.0,25.402,70.074,233.1882,0.001748,343.9151,16.1405,14.08082217,7290,Unknown,Unknown
1313,65004D,112.8395519,2.46e-06,0.0,37.538,96.4229,258.465,0.1175266,137.2383,232.6439,12.00785617,63599,Unknown,Unknown
1314,65027A,112.65588461,2e-07,0.0,5.0015,90.2421,357.1014,0.0028983,309.7059,77.4806,12.91795854,57673,Unknown,Unknown
1316,65027C,112.7202882,1.274e-05,0.0,305.87,90.2519,17.1903,0.0031041,265.1032,94.6558,13.21783169,86344,Unknown,Unknown
1328,65032A,112.92952296,2.7e-07,0.0,16.639,41.1866,15.441,0.0246061,280.4376,76.8737,13.38883664,93200,Unknown,Unknown
1335,65020E,112.95043897,3.962e-05,0.0,115.99,56.0754,335.5495,0.0533145,141.4489,222.5845,13.85706423,95169,Unknown,Unknown
1358,65032B,112.88242759,-2.8e-07,0.0,8.1547,41.1913,64.0174,0.0245365,201.2158,157.8273,13.3821419,93136,Unknown,Unknown
1359,65034A,112.70478628,8e-08,0.0,15.397,32.132,12.0123,0.0495514,185.9408,173.5005,9.17133877,1005,Unknown,Unknown
1361,65034C,112.9018308,1.3e-07,0.0,59.845,32.1388,94.921,0.001175,73.1854,286.9931,9.8930848,16826,LCS 1,Active
1389,65027D,112.7826305,1.387e-05,0.0,373.06,89.8435,225.3836,0.0028877,202.4481,312.7979,13.14110976,85545,Unknown,Unknown
1420,65048A,112.95868473,2.21e-06,0.0,31.824,89.8811,291.3032,0.0072555,207.756,265.2573,13.51803506,94667,Unknown,Unknown
1430,65051A,112.75407404,4.19e-06,0.0,14.072,98.461,230.0262,0.005429,261.47,98.0334,14.41380304,13534,TIROS 10,Satnogs
1433,65051B,112.83254728,2.614e-05,0.0,53.104,98.5172,252.9068,0.0040517,136.0002,224.4435,14.61517306,13340,Unknown,Unknown
1435,65048D,112.9695842,1.197e-05,0.0,127.57,89.8859,295.1591,0.0060694,137.021,15.4237,13.7269487,96930,Unknown,Unknown
1477,65020BB,112.86354727,1.329e-05,0.0,220.77,55.4906,77.4687,0.0581244,6.396,354.3989,12.98900407,82358,Unknown,Unknown
1478,65020BC,112.9005705,2.153e-05,0.0,108.0,56.0806,284.6221,0.0594547,267.6621,85.6184,13.53768183,86791,Unknown,Unknown
1479,65020BD,112.78870605,9.1e-07,0.0,38.163,56.0354,27.8657,0.0740497,202.7871,153.8528,12.59756644,74338,Unknown,Unknown
